Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,,,62.91266225,61.29114288,61.85574745,61.97370811,62.03513782,64.9229907,67.65619808,69.24674628,66.69566912,68.55749622,67.59736904,62.18509538,63.86425801,65.65017297,67.16203619,67.29508181,66.72434659,66.00601115,65.54553423,67.29077479,66.94046881,67.1310983,67.25997736,69.90606137,71.98343097,70.19026243,69.29570997,68.7965307,74.08029447,75.90043221,76.40717074,77.70772583,78.26817781,77.27454266,78.01464689,80.78575032,82.27347761,83.14758061,82.74892084,81.90486744,81.55583154,80.589641,74.51383768,73.3270877,79.15332651,77.57773951,74.04305574,66.78708139,66.15530672,63.5294613,63.4280805,62.3134837,61.96732995,64.1865714,63.53029974,61.92422861,59.43954814,
United States,USA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,,,,,,,,,,,0.831600832,0.950570342,1.375752365,1.136363636,0.942840306,1.115241636,0.924214418,0.776196636,0.855973204,4.245109477,3.988454474,4.780530204,4.719764012,5.250783699,4.684344688,4.646181469,6.256508852,6.287801523,4.760838591,4.465682016,3.462913315,3.674206933,3.137254902,3.561770841,3.710855466,4.132454166,4.52064259,5.269455978,5.958351006,8.545270743,9.155690837,9.514522977,10.58977796,12.03673382,13.40611943,13.2736653,14.42144904,15.44837884,14.87732002,16.05581664,15.95909086,15.42038482,14.75466242,16.47822467,17.22775159,16.14253712,15.65935402,16.34451455,16.02024694,
United States,USA,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04809765,17.60231628,16.07695983,15.84852993,15.23628486,14.29655151,13.53035477,11.71740258,10.61625756,10.70842047,10.55514221,9.509209268,9.031576768,8.876658024,8.965921416,9.438521658,9.663271582,9.485210874,,
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,,3.751838225,4.125064152,3.494185054,3.505137753,3.269339217,3.545662547,3.092161934,3.016821992,3.744205093,3.442934125,3.169712628,2.378081365,3.545143194,4.212468497,3.729140309,3.544123593,2.770128122,3.241082261,3.735920354,4.537515869,6.173344604,4.910388126,4.419734503,4.854182307,3.973920205,3.171267488,2.689404353,2.777211578,3.22313581,3.018627809,2.601878398,2.225677298,1.820501541,1.852162806,2.049086035,1.880159089,1.57012188,1.538184759,1.852973519,1.895281191,1.839167147,2.092313824,2.557602222,3.319996781,3.695664742,3.95084622,6.50615174,5.782033659,7.177320354,10.04272239,10.26601312,10.976168,11.15637361,8.171334688,7.743010634,10.66407464,13.70858501,
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,,,20.68459772,21.37089981,21.39345326,21.08310486,21.26816571,18.87163345,16.89403171,15.01685979,15.99947926,16.28034774,17.82408629,23.6048801,21.07757665,19.67034098,19.21292293,18.71447355,19.96271832,18.86833375,18.24586279,18.48306602,17.10861037,17.8171131,16.81066152,13.48730587,12.59777983,11.65973599,12.29823567,11.78965121,11.15671497,10.49920889,10.95952516,10.65308535,10.25293587,10.61469055,10.78621698,9.082510779,8.394844634,7.927515209,7.362731584,7.954410579,8.210945264,8.71073963,7.992452932,7.503340271,7.245369039,8.217674289,9.511465053,10.24471571,9.830183063,10.03144342,10.18243462,10.2409533,10.44702058,10.1121599,10.74758149,10.24717329,9.530031268,
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,6.24338648,6.341646676,6.381678884,5.471795653,5.167656737,5.187583438,5.184883464,4.464596332,4.898457439,4.917634589,5.15544107,5.625827877,5.121796712,4.148306941,4.636552389,5.057336401,4.860441922,5.539277762,5.127200691,4.292749079,4.251968605,4.395704635,4.722805917,4.237211042,4.281799448,4.771791722,4.722676581,4.513177299,4.431478822,3.8528227,3.632971264,3.334427515,3.489054379,3.862870077,3.072677564,2.672195833,2.349922309,2.077063761,2.274364739,2.305960291,2.402259783,2.637837574,2.658040196,2.552338243,2.464403823,2.411169113,2.287331158,2.312438916,2.631246525,2.797121813,2.454702245,2.419246673,2.298726868,2.268230688,2.299527741,2.307755307,2.251852292,
United States,USA,Export unit value index (2000 = 100),TX.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,88,86,83,81,79,78,89,99,105,105,114,113,115,108,112,123,120,112,108,106,100,99.2,98.2,99.7,103.6,106.9,110.7,116.1,123.1,117.4,123.1,133,133.5,133,132.3,123.9,119.9,122.8,126.9,
United States,USA,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,35.65398037,35.87237515,35.24289345,35.76714989,39.02608008,40.80327686,41.324974,43.28696502,46.53623648,49.57600023,52.20047888,53.45482127,55.79053933,58.45691231,63.61763596,69.33152518,73.15375868,80.10629007,84.16506632,87.53119814,100,93.99704812,90.26618336,92.97034415,100.5935252,107.8016475,118.5289836,126.4805466,133.7545021,115.0409063,132.8249833,142.5555709,148.0756246,151.8910979,156.6522112,155.0967981,154.7712254,161.0373425,167.7076028,
United States,USA,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.50563942,72.97418207,73.02428848,73.27561297,73.30103163,72.41583139,73.61414004,74.63445214,75.75053968,76.06144196,75.51741585,75.38431085,74.97802082,74.20208838,71.62775766,70.39497235,72.22866389,71.58935259,68.96113431,66.42304148,64.74544781,62.19765538,62.53326388,61.74148105,62.35706979,65.28744723,65.76757472,63.57012478,,
United States,USA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,96.7032967,94.50549451,95.40229885,92.04545455,91.86046512,91.76470588,102.2988506,103.125,103.960396,102.9411765,102.7027027,103.6697248,103.6036036,103.8461538,104.6728972,105.1282051,103.4482759,103.7037037,104.8543689,104.950495,100,102.7979275,104.357067,102.8895769,101.2707722,97.18181818,95.92720971,96.5890183,91.79716629,98.98819562,97.08201893,94.59459459,94.68085106,95.34050179,95.86956522,100,100.0834725,99.594485,99.84264359,
United States,USA,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,,,,,,,,,,,43.92935982,43.7,43.90243902,40.63188832,38.21086262,39.09866017,36.52822151,36.4792176,36.43010753,35.30734633,36.03322949,36.78950656,34.31187719,34.15003789,44.05144695,43.52920602,40.646214,40.17865564,40.17757365,39.83179535,38.6527341,36.00318789,38.15863723,38.14479844,37.3242084,35.88963607,35.65605955,35.40559036,35.17732801,33.35012256,32.63113514,30.64896264,29.23551905,28.30898162,28.82633788,28.87756907,26.83317772,25.91690095,24.34299993,22.91335414,22.95555067,22.17736253,23.65596215,22.51763081,23.14625988,24.34949335,25.20760137,25.84470983,26.5389427,
United States,USA,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,44.4812362,44.3,44.42508711,47.75900073,51.43769968,48.53836784,50.15974441,52.4205379,51.65591398,52.69865067,53.23641398,52.99812617,44.41152707,46.07224046,38.88783809,38.63238895,37.7122362,35.80792498,35.5601675,35.87197757,36.38023739,35.28591353,33.46557917,33.05189719,32.76447403,32.65029754,31.37988213,31.32731484,30.6040527,27.77218137,28.57518415,27.17275558,25.11510623,26.47002315,26.93176419,27.30859901,24.84282041,23.03927833,22.09166831,18.04819569,19.77681257,20.11936579,20.03649644,20.79987516,20.63181921,20.62043912,19.78711423,19.49942127,19.87743202,
United States,USA,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,9060000000,10000000000,11480000000,13610000000,15650000000,16420000000,18780000000,20450000000,23250000000,26680000000,28890000000,32020000000,37130000000,39590000000,52870000000,57180000000,64963000000,74221000000,81431000000,85610000000,98570000000,1.0038E+11,1.03847E+11,1.09794E+11,1.20768E+11,1.29227E+11,1.39309E+11,1.51976E+11,1.66161E+11,1.78686E+11,2.01605E+11,1.98147E+11,2.05028E+11,2.18602E+11,2.56786E+11,2.76997E+11,3.13813E+11,3.44312E+11,3.80175E+11,3.55343E+11,3.77351E+11,4.04471E+11,4.24151E+11,4.35743E+11,4.56523E+11,4.70441E+11,4.90122E+11,5.21836E+11,5.44351E+11,
United States,USA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,9.381898455,9.5,9.407665505,9.84570169,8.945686901,10.29232643,10.48988285,8.019559902,8.47311828,8.695652174,7.75354794,7.058088695,18.04470778,16.31725183,13.92093815,13.5536901,15.52883949,16.84833133,19.00136312,20.94381497,20.52348585,23.59035664,23.36167631,23.5452757,24.37673887,25.57971631,27.00464435,27.18850345,27.26933516,28.98828112,27.77163265,28.61915648,30.58265213,29.58435879,28.56970396,29.071795,31.0790184,31.66808011,33.54008023,37.0273229,36.86753182,39.64882526,39.28105793,39.47900483,39.59800492,39.47275004,39.52913764,39.40989123,40.02913561,
United States,USA,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,21.2440778,22.82858161,20.81077811,22.25052291,28.19995665,28.7950822,31.10114049,34.37543465,38.04662765,40.73663341,42.56611657,42.09499989,45.42193731,49.36373319,56.132894,61.21273723,65.276344,71.39045501,74.99031208,84.12927817,100,93.63773525,95.30929882,103.4741523,121.1530215,137.5927896,152.3129516,160.438577,172.2772254,127.4752402,156.3713095,179.943143,185.5414913,184.9487811,191.5784166,183.8562058,178.6829111,191.2551179,207.6015961,
United States,USA,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
